BNetzA_ID,Anmerkung,Baujahr,Betriebstand,Energietraeger,KWK,Kraftwerksart,Kraftwerksname,Leistung,Unternehmen,Voraus_Stillegung
BNA0373,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Mineralölprodukte,Nein,,Spitzenlastkraftwerk Großkayna,120.0,envia THERM GmbH,2039
BNA0374,Von der BNetzA Terminiert,1977,Reservekraftwerk,Erdgas,Nein,,Staudinger,622.0,E.ON Kraftwerke GmbH,2016
BNA0377,Berechneter Zeitpunkt der Stillegung,1992,in Betrieb,Steinkohle,Ja,,Staudinger,510.0,E.ON Kraftwerke GmbH,2037
BNA0378,Von der BNetzA Terminiert,1973,in Betrieb,Mineralölprodukte,Ja,,Ingolstadt,386.0,E.ON Kraftwerke GmbH,2015
BNA0379,Von der BNetzA Terminiert,1974,in Betrieb,Mineralölprodukte,Ja,,Ingolstadt,386.0,E.ON Kraftwerke GmbH,2015
BNA0380,"Keine Stillegung, da KWK-Betrieb",2008,in Betrieb,Abfall,Ja,,EEW Großräschen,23.3,EEW Energy from Waste Großräschen GmbH,--
BNA0381,Von der BNetzA Terminiert,1984,in Betrieb,Kernenergie,Nein,,Kernkraft Gundremmingen ,1284.0,Kernkraftwerk Gundremmingen GmbH (KGG),2021
BNA0382,Von der BNetzA Terminiert,1984,in Betrieb,Kernenergie,Nein,,Kernkraft Gundremmingen ,1288.0,Kernkraftwerk Gundremmingen GmbH (KGG),2017
BNA0386,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,,Energiezentrum Mohn Media,21.97,Mohn Media Mohndruck GmbH,--
BNA0389,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Erdgas,Ja,,Heizkraftwerk Hagen-Kabel,230.0,Mark-E AG,--
BNA0392a,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,,HKW Halle Trotha,97.0,EVH GmbH,--
BNA0392b,Berechneter Zeitpunkt der Stillegung,2013,in Betrieb,Erdgas,Ja,GuD,HKW Halle Trotha,54.0,Heizkraftwerk Halle-Trotha GmbH,--
BNA0395,,1958,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Duisburg Hamborn 3,60.0,ThyssenKrupp Steel Europe AG,
BNA0396,,1976,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Duisburg Hamborn 4,100.0,ThyssenKrupp Steel Europe AG,
BNA0397,,2003,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Duisburg Hamborn 5,225.0,ThyssenKrupp Steel Europe AG,
BNA0398,"Keine Stillegung, da KWK-Betrieb",1999,in Betrieb,Abfall,Ja,,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,24.0,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,--
BNA0400,Berechneter Zeitpunkt der Stillegung,2009,in Betrieb,Erdgas,Ja,GuD,GuD Tiefstack,127.0,Vattenfall Europe Wärme Aktiengesellschaft,--
BNA0401,Berechneter Zeitpunkt der Stillegung,1992,in Betrieb,Erdgas,Ja,,Heizkraftwerk,22.5,ADM Hamburg Aktiengesellschaft,--
BNA0402,Berechneter Zeitpunkt der Stillegung,1993,in Betrieb,Steinkohle,Ja,,Tiefstack,194.0,Vattenfall Europe Wärme Aktiengesellschaft,2038
BNA0403,Berechneter Zeitpunkt der Stillegung,1962,in Betrieb,Steinkohle,Ja,,Wedel,123.0,Vattenfall Europe Wärme AG,2007
BNA0404,Berechneter Zeitpunkt der Stillegung,1961,in Betrieb,Steinkohle,Ja,,Wedel,137.0,Vattenfall Europe Wärme AG,2006
BNA0407,"Keine Stillegung, da KWK-Betrieb",1912,in Betrieb,Abfall,ja,,Enertec Hameln,14.7,Enertec Hameln GmbH,--
BNA0410,Berechneter Zeitpunkt der Stillegung,2008,in Betrieb,Erdgas,Nein,,Trianel Gaskraftwerk ,417.1,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,2048
BNA0411,Berechneter Zeitpunkt der Stillegung,2008,in Betrieb,Erdgas,Nein,,Trianel Gaskraftwerk ,420.9,Trianel Gaskraftwerk Hamm GmbH & Co. KG ,2048
BNA0413a,Berechneter Zeitpunkt der Stillegung,1969,in Betrieb,Steinkohle,Nein,,Westfalen,284.0,RWE Generation SE,2014
BNA0413b,Berechneter Zeitpunkt der Stillegung,2014,Sonderfall,Steinkohle,Nein,,Westfalen,765.0,RWE Generation SE,2059
BNA0413c,Berechneter Zeitpunkt der Stillegung,2014,in Betrieb,Steinkohle,Nein,,Westfalen,765.0,RWE Generation SE,2059
BNA0417,"Keine Stillegung, da KWK-Betrieb",2005,in Betrieb,Abfall,Nein,,EEW Energy from Waste Hannover GmbH,22.5,EEW Energy from Waste Hannover GmbH,--
BNA0418,Berechneter Zeitpunkt der Stillegung,2013,in Betrieb,Erdgas,Ja,,GKL,250.0,Stadtwerke Hannover AG,--
BNA0419,Von der BNetzA Terminiert,1975,in Betrieb,Erdgas,Ja,,KWH,102.0,Stadtwerke Hannover AG,2015
BNA0420,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,GKH,136.0,Stadtwerke Hannover AG,2034
BNA0421,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,GKH,136.0,Stadtwerke Hannover AG,2034
BNA0422,"Keine Stillegung, da KWK-Betrieb",1958,Sonderfall,Pumpspeicher,Nein,,Happurg,160.0,E.ON Kraftwerke GmbH,--
BNA0426,"Keine Stillegung, da KWK-Betrieb",1931,in Betrieb,Pumpspeicher,Nein,,Häusern,100.0,Schluchseewerk Aktiengesellschaft,--
BNA0427,Berechneter Zeitpunkt der Stillegung,1982,in Betrieb,Mineralölprodukte,Nein,,Kraftwerk Hausham,23.2,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,2027
BNA0428,Berechneter Zeitpunkt der Stillegung,1982,in Betrieb,Mineralölprodukte,Nein,,Kraftwerk Hausham,23.2,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,2027
BNA0429,Berechneter Zeitpunkt der Stillegung,1982,in Betrieb,Mineralölprodukte,Nein,,Kraftwerk Hausham,23.2,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,2027
BNA0430,Berechneter Zeitpunkt der Stillegung,1982,in Betrieb,Mineralölprodukte,Nein,,Kraftwerk Hausham,23.2,Peissenberger Kraftwerksgesellschaft mbH Kraftwerk Hausham,2027
BNA0432,Von der BNetzA Terminiert,1965,in Betrieb,Steinkohle,Ja,,Heizkraftwerk Heilbronn,110.0,EnBW Energie Baden-Württemberg AG,2015
BNA0433,Von der BNetzA Terminiert,1966,in Betrieb,Steinkohle,Ja,,Heizkraftwerk Heilbronn,110.0,EnBW Energie Baden-Württemberg AG,2015
BNA0434,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,Ja,,Heizkraftwerk Heilbronn,778.0,EnBW Energie Baden-Württemberg AG,2030
BNA0438,"Keine Stillegung, da KWK-Betrieb",1998,in Betrieb,Abfall,Nein,,TRV Buschhaus,37.5,EEW Energy from Waste Helmstedt GmbH,--
BNA0439,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Braunkohle,Nein,,Buschhaus,352.0,E.ON Kraftwerke GmbH,2030
BNA0442,,2007,in Betrieb,Erdgas,nan,,Cuno Heizkraftwerk Herdecke,417.0,Mark-E AG / Statkraft Markets GmbH,
BNA0443,"Keine Stillegung, da KWK-Betrieb",1989,in Betrieb,Pumpspeicher,Nein,,Koepchenwerk,153.0,RWE Power AG,--
BNA0444,Berechneter Zeitpunkt der Stillegung,1967,in Betrieb,Erdgas,Ja,,Wintershall,109.5,K+S AG,--
BNA0449,Berechneter Zeitpunkt der Stillegung,1966,in Betrieb,Steinkohle,Ja,,KW Herne,280.0,Steag GmbH,2011
BNA0450,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,KW Herne,449.0,Steag GmbH,2034
BNA0464,Berechneter Zeitpunkt der Stillegung,1979,in Betrieb,Steinkohle,Nein,,KWM,690.0,Stadtwerke Hannover AG,2024
BNA0465,"Keine Stillegung, da KWK-Betrieb",1959,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 1,59.8,Vattenfall Europe Generation AG,--
BNA0466,"Keine Stillegung, da KWK-Betrieb",1959,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 1,,Vattenfall Europe Generation AG,--
BNA0467,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,317.8,Vattenfall Europe Generation AG,--
BNA0468,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0469,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0470,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0471,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0472,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0473,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0474,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Hohenwarte 2,,Vattenfall Europe Generation AG,--
BNA0485,,1975,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Huckingen,303.0,Hüttenwerke Krupp Mannesmann GmbH,
BNA0486,,1976,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Huckingen,303.0,Hüttenwerke Krupp Mannesmann GmbH,
BNA0489,Von der BNetzA Terminiert,1992,vorläufig stillgelegt,Braunkohle,Ja,,Goldenberg,66.0,RWE Power AG,2015
BNA0490,Von der BNetzA Terminiert,1993,in Betrieb,Braunkohle,Ja,,Goldenberg,85.0,RWE Power AG,2015
BNA0491,Berechneter Zeitpunkt der Stillegung,1991,in Betrieb,Braunkohle,Ja,,Ville/Berrenrath,52.0,RWE Power AG,2036
BNA0493,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,Ja,,Ibbenbüren,794.0,RWE Generation SE,2030
BNA0494,"Keine Stillegung, da KWK-Betrieb",2013,in Betrieb,Laufwasser,nein,,Rheinkraftwerk Iffezheim,146.0,EnBW Energie Baden-Württemberg AG,--
BNA0496,"Keine Stillegung, da KWK-Betrieb",1956,in Betrieb,Laufwasser,Nein,,KW Imst,89.0,TIWAG-Tiroler Wasserkraft AG,--
BNA0497,Berechneter Zeitpunkt der Stillegung,2012,in Betrieb,Erdgas,Ja,,ADS-Anlage,96.5,Infraserv GmbH & Co. Höchst KG,--
BNA0498,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,Heizkraftwerk,66.0,Infraserv GmbH & Co. Höchst KG,2034
BNA0499,Berechneter Zeitpunkt der Stillegung,2003,in Betrieb,Erdgas,Ja,,Heizkraftwerk,86.0,Infraserv GmbH & Co. Höchst KG,--
BNA0504,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Erdgas,Ja,,HKW Jena,182.0,Thüringer Energie AG,--
BNA0505,,1926,in Betrieb,Speicherwasser (ohne Pumpspeicher),Nein,,KW Jenbach,79.0,TIWAG-Tiroler Wasserkraft AG,
BNA0510a,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Erdgas,Ja,,HKW Karcherstr.,11.6,SWK - Stadtwerke Kaiserslautern,--
BNA0510b,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Steinkohle,Ja,,HKW Karcherstr.,13.4,SWK - Stadtwerke Kaiserslautern,2041
BNA0514,Berechneter Zeitpunkt der Stillegung,1998,in Betrieb,Erdgas,Nein,,Rheinhafen-Dampfkraftwerk,353.0,EnBW Energie Baden-Württemberg AG,2038
BNA0515,Berechneter Zeitpunkt der Stillegung,1984,in Betrieb,Erdgas,Ja,,Heizkraftwerk West,37.0,Stadtwerke Karlsruhe GmbH,--
BNA0516,Berechneter Zeitpunkt der Stillegung,1995,in Betrieb,Mineralölprodukte,Ja,,MiRO,45.0,Mineraloelraffinerie Oberrhein GmbH & Co. KG,2040
BNA0517,Berechneter Zeitpunkt der Stillegung,1995,in Betrieb,Mineralölprodukte,Ja,,MiRO,25.0,Mineraloelraffinerie Oberrhein GmbH & Co. KG,2040
BNA0518a,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,Ja,,Rheinhafen-Dampfkraftwerk,505.0,EnBW Energie Baden-Württemberg AG,2030
BNA0518b,Berechneter Zeitpunkt der Stillegung,2014,in Betrieb,Steinkohle,Ja,,Rheinhafen-Dampfkraftwerk,842.0,EnBW Energie Baden-Württemberg AG,2059
BNA0519,"Keine Stillegung, da KWK-Betrieb",1987,in Betrieb,Abfall,Ja,,Karnap,38.0,RWE Generation SE,--
BNA0520,"Keine Stillegung, da KWK-Betrieb",2010,in Betrieb,Biomasse,Ja,,Stora Enso Maxau,78.0,Stora Enso Maxau GmbH,--
BNA0521,Berechneter Zeitpunkt der Stillegung,1987,in Betrieb,Erdgas,Ja,,Kombi-HKW,50.0,Städtische Werke Energie + Wärme GmbH,--
BNA0523,Berechneter Zeitpunkt der Stillegung,1988,in Betrieb,Braunkohle,Ja,,FKK,33.5,Städtische Werke Energie + Wärme GmbH,2033
BNA0526,Von der BNetzA Terminiert,1970,in Betrieb,Steinkohle,Ja,,Gemeinschaftskraftwerk Kiel,323.0,Gemeinschaftskraftwerk Kiel GmbH,2015
BNA0527,Berechneter Zeitpunkt der Stillegung,1970,in Betrieb,Erdgas,Ja,,HKW Humboldtstr.,20.0,Stadtwerke Kiel AG,--
BNA0529,"Keine Stillegung, da KWK-Betrieb",1953,in Betrieb,Laufwasser,Nein,,Braunau-Simbach,50.0,Innwerk AG,--
BNA0531,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Erdgas,Nein,,KW Kirchlengern,201.5,Energieservice Westfalen Weser GmbH,2020
BNA0540,,1924,in Betrieb,Speicherwasser (ohne Pumpspeicher),Nein,,Walchensee,124.0,E.ON Kraftwerke GmbH,
BNA0543,Berechneter Zeitpunkt der Stillegung,2010,in Betrieb,Braunkohle,Ja,,HKW Merkenich,75.3,RheinEnergie AG,2055
BNA0544,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,GuD,HKW Südstadt,35.0,RheinEnergie AG,--
BNA0545,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,GuD,HKW Niehl 2,413.0,RheinEnergie AG,--
BNA0546,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,GuD,HKW Merkenich,108.0,RheinEnergie AG,--
BNA0547,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Mineralölprodukte,Ja,,Raffineriekraftwerk Köln Godorf,80.0,Steag GmbH,2049
BNA0548a,Berechneter Zeitpunkt der Stillegung,2006,in Betrieb,Erdgas,Nein,,Knapsack Gas I,800.0,Statkraft Markets GmbH,2046
BNA0548b,Berechneter Zeitpunkt der Stillegung,2013,in Betrieb,Erdgas,Nein,,Knapsack Gas II,430.0,Statkraft Markets GmbH,2053
BNA0556a,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,KWK-Anlage Krefeld DT,25.8,Cargill Deutschland GmbH,--
BNA0556b,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,KWK-Anlage Krefeld VM,14.0,Cargill Deutschland GmbH,--
BNA0557a,Berechneter Zeitpunkt der Stillegung,1957,in Betrieb,Steinkohle,Ja,,Kraftwerk L 57,26.0,Currenta GmbH & Co. OHG,2002
BNA0557b,Berechneter Zeitpunkt der Stillegung,1971,in Betrieb,Steinkohle,Ja,,Kraftwerk N 230,110.0,Currenta GmbH & Co. OHG,2016
BNA0558,"Keine Stillegung, da KWK-Betrieb",1964,in Betrieb,Pumpspeicher,Nein,,Erzhausen,220.0,Statkraft Markets GmbH,--
BNA0567a,"Keine Stillegung, da KWK-Betrieb",1981,in Betrieb,Pumpspeicher,Nein,,KW Kühtai,144.5,TIWAG-Tiroler Wasserkraft AG,--
BNA0567b,"Keine Stillegung, da KWK-Betrieb",1981,in Betrieb,Pumpspeicher,Nein,,KW Kühtai,144.5,TIWAG-Tiroler Wasserkraft AG,--
BNA0574,Berechneter Zeitpunkt der Stillegung,1973,vorläufig stillgelegt,Erdgas,Nein,,Landesbergen Gas,500.0,Statkraft Markets GmbH,2013
BNA0583,"Keine Stillegung, da KWK-Betrieb",1914,in Betrieb,Laufwasser,Nein,,Laufenburg,104.4,Energiedienst Holding AG,--
BNA0588,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Erdgas,Ja,,Heizkraftwerk Leipzig-Nord,167.0,Stadtwerke Leipzig GmbH,--
BNA0590,"Keine Stillegung, da KWK-Betrieb",2005,in Betrieb,Abfall,Nein,,TREA Leuna,16.25,MVV Energie AG,--
BNA0591,"Keine Stillegung, da KWK-Betrieb",2007,in Betrieb,Abfall,Nein,,TREA Leuna,16.25,MVV Energie AG,--
BNA0592,Berechneter Zeitpunkt der Stillegung,1998,in Betrieb,Erdgas,Ja,,GuD Leuna,52.0,envia THERM GmbH,--
BNA0593,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,GuD,ILK-GuD,35.0,InfraLeuna GmbH,--
BNA0594,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,GuD,ILK-GuD,35.0,InfraLeuna GmbH,--
BNA0595,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,GuD,ILK-GuD,37.0,InfraLeuna GmbH,--
BNA0596,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Mineralölprodukte,Ja,,Raffineriekraftwerk,92.5,TOTAL Raffinerie Mitteldeutschland GmbH,2042
BNA0597,,1994,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,GuD,ILK-GuD,8.7,InfraLeuna GmbH,
BNA0598a,,2000,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Nein,,ILK-EKT,14.0,InfraLeuna GmbH,
BNA0598b,,2010,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Nein,GuD,ILK-GuD,20.0,InfraLeuna GmbH,
BNA0599,"Keine Stillegung, da KWK-Betrieb",2011,in Betrieb,Abfall,Ja,,nan,11.6,AVEA Entsorgungsbetriebe GmbH & Co. KG,--
BNA0600a,Berechneter Zeitpunkt der Stillegung,1981,in Betrieb,Erdgas,Ja,,X-Kraftwerk,27.0,Currenta GmbH & Co. OHG,--
BNA0600b,Berechneter Zeitpunkt der Stillegung,1962,in Betrieb,Steinkohle,Ja,,G-Kraftwerk,103.0,Currenta GmbH & Co. OHG,2007
BNA0602,Berechneter Zeitpunkt der Stillegung,2011,in Betrieb,Erdgas,Ja,,Emsland,116.0,RWE Generation SE,--
BNA0603,Berechneter Zeitpunkt der Stillegung,2011,in Betrieb,Erdgas,Ja,,Emsland,116.0,RWE Generation SE,--
BNA0604,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Erdgas,Ja,,Emsland,359.0,RWE Generation SE,--
BNA0605,Berechneter Zeitpunkt der Stillegung,1974,in Betrieb,Erdgas,Ja,,Emsland,359.0,RWE Generation SE,--
BNA0606,Berechneter Zeitpunkt der Stillegung,2010,in Betrieb,Erdgas,Ja,,Emsland,876.0,RWE Generation SE,--
BNA0607,Von der BNetzA Terminiert,1988,in Betrieb,Kernenergie,Nein,,Kernkraftwerk Emsland,1329.0,Kernkraftwerke Lippe-Ems GmbH (KLE),2022
BNA0614a,Berechneter Zeitpunkt der Stillegung,1992,Sonderfall,Erdgas,Ja,,KW Mitte,43.0,BASF SE,--
BNA0614b,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,,Kraftwerk Mitte,490.0,BASF SE,--
BNA0615,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Erdgas,Ja,,Kraftwerk Süd,390.0,BASF SE,--
BNA0616a,"Keine Stillegung, da KWK-Betrieb",1992,in Betrieb,Abfall,Ja,,Kläranlage,12.0,BASF SE,--
BNA0616b,,1964,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Kraftwerk Nord,56.0,BASF SE,
BNA0618,Berechneter Zeitpunkt der Stillegung,1962,in Betrieb,Steinkohle,Nein,,KW Lünen,149.0,Steag GmbH,2007
BNA0619,Berechneter Zeitpunkt der Stillegung,1969,in Betrieb,Steinkohle,Ja,,KW Lünen,324.0,Steag GmbH,2014
BNA0622,"Keine Stillegung, da KWK-Betrieb",2005,in Betrieb,Abfall,Ja,,MHKW Rothensee,29.2,Müllheizkraftwerk Rothensee GmbH,--
BNA0623,"Keine Stillegung, da KWK-Betrieb",2006,in Betrieb,Abfall,Ja,,MHKW Rothensee,29.2,Müllheizkraftwerk Rothensee GmbH,--
BNA0626,Berechneter Zeitpunkt der Stillegung,2001,in Betrieb,Erdgas,Ja,,Kraftwerk Mainz,398.0,Kraftwerke Mainz-Wiesbaden AG,--
BNA0627,Berechneter Zeitpunkt der Stillegung,1977,Reservekraftwerk,Erdgas,Ja,,Kraftwerk Mainz,335.0,Kraftwerke Mainz-Wiesbaden AG,--
BNA0640,"Keine Stillegung, da KWK-Betrieb",2005,in Betrieb,Abfall,nein,,HKW Mannheim,8.65,MVV Energie AG,--
BNA0641a,"Keine Stillegung, da KWK-Betrieb",2009,in Betrieb,Abfall,Ja,,HKW Mannheim,22.1,MVV Energie AG,--
BNA0641b,"Keine Stillegung, da KWK-Betrieb",2012,in Betrieb,Abfall,Ja,,HKW Mannheim,8.1,MVV Energie AG,--
BNA0641c,"Keine Stillegung, da KWK-Betrieb",2012,in Betrieb,Abfall,Ja,,HKW Mannheim,5.8,MVV Energie AG,--
BNA0642,Von der BNetzA Terminiert,1966,Reservekraftwerk,Steinkohle,Ja,,GKM ,202.5,Grosskraftwerk Mannheim AG,2015
BNA0643,Von der BNetzA Terminiert,1970,in Betrieb,Steinkohle,Ja,,GKM ,202.5,Grosskraftwerk Mannheim AG,2015
BNA0644,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Steinkohle,Ja,,GKM ,255.0,Grosskraftwerk Mannheim AG,2050
BNA0645,Berechneter Zeitpunkt der Stillegung,1982,in Betrieb,Steinkohle,Ja,,GKM ,425.0,Grosskraftwerk Mannheim AG,2027
BNA0646,Berechneter Zeitpunkt der Stillegung,1993,in Betrieb,Steinkohle,Ja,,GKM ,435.0,Grosskraftwerk Mannheim AG,2038
BNA0647,Berechneter Zeitpunkt der Stillegung,1971,Reservekraftwerk,Mineralölprodukte,Nein,,Dampfkraftwerk Marbach am Neckar,77.4,EnBW Energie Baden-Württemberg AG,2016
BNA0648,Berechneter Zeitpunkt der Stillegung,1975,Reservekraftwerk,Mineralölprodukte,Nein,,Dampfkraftwerk Marbach am Neckar,85.0,EnBW Energie Baden-Württemberg AG,2020
BNA0649,Berechneter Zeitpunkt der Stillegung,1975,Reservekraftwerk,Mineralölprodukte,Nein,,Dampfkraftwerk Marbach am Neckar,262.0,EnBW Energie Baden-Württemberg AG,2020
BNA0652,"Keine Stillegung, da KWK-Betrieb",1980,in Betrieb,Pumpspeicher,Nein,,Markersbach,1045.2,Vattenfall Europe Generation AG,--
BNA0653,"Keine Stillegung, da KWK-Betrieb",1980,in Betrieb,Pumpspeicher,Nein,,Markersbach,,Vattenfall Europe Generation AG,--
BNA0654,"Keine Stillegung, da KWK-Betrieb",1980,in Betrieb,Pumpspeicher,Nein,,Markersbach,,Vattenfall Europe Generation AG,--
BNA0655,"Keine Stillegung, da KWK-Betrieb",1980,in Betrieb,Pumpspeicher,Nein,,Markersbach,,Vattenfall Europe Generation AG,--
BNA0656,"Keine Stillegung, da KWK-Betrieb",1980,in Betrieb,Pumpspeicher,Nein,,Markersbach,,Vattenfall Europe Generation AG,--
BNA0657,"Keine Stillegung, da KWK-Betrieb",1980,in Betrieb,Pumpspeicher,Nein,,Markersbach,,Vattenfall Europe Generation AG,--
BNA0658,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Erdgas,Ja,,Kraftwerk III,61.13,Infracor GmbH,--
BNA0659,Berechneter Zeitpunkt der Stillegung,1974,in Betrieb,Erdgas,Ja,,Kraftwerk III,77.57,Infracor GmbH,--
BNA0660,Berechneter Zeitpunkt der Stillegung,1971,in Betrieb,Steinkohle,Ja,,Kraftwerk I  ,55.25,Infracor GmbH,2016
BNA0661,Berechneter Zeitpunkt der Stillegung,1966,in Betrieb,Steinkohle,Ja,,Kraftwerk II,60.4,Infracor GmbH,2011
BNA0662a,Berechneter Zeitpunkt der Stillegung,1983,in Betrieb,Steinkohle,Ja,,Kraftwerk I ,60.2,Infracor GmbH,2028
BNA0662b,,1939,in Betrieb,"Mehrere Energieträger
(nicht erneuerbar)",Ja,,Kraftwerk I,120.0,Infracor GmbH,
BNA0669,"Keine Stillegung, da KWK-Betrieb",1964,in Betrieb,Pumpspeicher,Nein,,Pumpspeicherkraftwerk Glems,90.0,EnBW Energie Baden-Württemberg AG,--
BNA0681,Von der BNetzA Terminiert,1975,Sonderfall,Erdgas,Ja,,Freimann GT 1,80.0,SWM Services GmbH,2015
BNA0682,Von der BNetzA Terminiert,1975,Sonderfall,Erdgas,Nein,,Freimann GT 2,80.0,SWM Services GmbH,2015
BNA0683a,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Erdgas,Ja,,Süd DT1,79.7,SWM Services GmbH,--
BNA0683b,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Erdgas,Ja,,Süd GT3,97.9,SWM Services GmbH,--
BNA0683c,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Erdgas,Ja,,Süd GT2,97.9,SWM Services GmbH,--
BNA0684a,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Süd GT 60,102.0,SWM Services GmbH,--
BNA0684b,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Süd GT 62,102.0,SWM Services GmbH,--
BNA0684c,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Süd DT60,61.0,SWM Services GmbH,--
BNA0685,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,GuD,Heizkraftwerk Hafen,100.24,Stadtwerke Münster GmbH,--
BNA0686,Von der BNetzA Terminiert,1989,in Betrieb,Kernenergie,Nein,,Gemeinschaftskernkraftwerk Neckarwestheim II,1310.0,EnBW Energie Baden-Württemberg AG,2022
BNA0688,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Erdgas,Ja,,GuD-HKW Neubrandenburg,75.0,"Neubrandenburger Stadtwerke GmbH /
VASA Kraftwerkepool GmbH und Co. KG",--
BNA0689,"Keine Stillegung, da KWK-Betrieb",1969,in Betrieb,Laufwasser,Nein,,Bittenbrunn,20.2,Donau-Wasserkraft AG,--
BNA0693a,,1982,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Heizkraftwerk NMS,67.4,SWN Stadtwerke Neumünster GmbH,
